"blk_group10","blk_group20","weight"
"360471008002","360471008002",1
"360471010001","360471010001",1
"360471010002","360471010002",1
"360471012001","360471012001",1
"360471012002","360471012002",1
"360471014001","360471014001",1
"360471014002","360471014002",1
"360471016001","360471016001",1
"360471018001","360471018001",1
"360471020001","360471020001",1
"360471022001","360471022001",1
"360471024001","360471024001",1
"360471026001","360471026001",1
"360471028000","360471028020",NA
"360471028001","360471028011",1
"360471028001","360471028021",0
"360471028002","360471028011",1
"360471034000","360471034020",NA
"360471034001","360471034011",0.603288062902
"360471034001","360471034012",0.396711937098
"360471034001","360471034021",0
"360471058011","360471058011",1
"360471058012","360471058012",1
"360471058013","360471058013",1
"360471058041","360471058041",1
"360471058042","360471058042",1
"360471058043","360471058043",1
"360471058044","360471058044",1
"360471070000","360471070020",NA
"360471070001","360471070011",0.999999999999783
"360471070001","360471070021",0
"360471070001","360471070031",0
"360471078001","360471078001",1
"360471078002","360471078002",1
"360471078003","360471078003",1
"360471078004","360471078004",1
"360471098001","360471098004",0
"360471098001","360471098005",1
"360471098002","360471098001",0
"360471098002","360471098002",1
"360471098002","360471098003",0
"360471104001","360471104001",1
"360471104002","360471104002",1
"360471104003","360471104003",1
"360471104004","360471104004",1
"360471106001","360471106001",1
"360471106002","360471106002",1
"360471110001","360471110001",1
"360471110002","360471110002",1
"360471116001","360471116001",1
"360471116002","360471116002",1
"360471118001","360471118001",1
"360471118002","360471118002",1
"360471120001","360471120001",1
"360471120002","360471120002",1
"360471122001","360471122001",1
"360471122002","360471122002",1
"360471124001","360471124001",1
"360471124002","360471124002",1
"360471124003","360471124003",1
"360471126001","360471126001",1
"360471126002","360471126002",1
"360471126003","360471126003",1
"360471128001","360471128001",1
"360471128002","360471128002",1
"360471128003","360471128003",1
"360471130001","360471130001",1
"360471130002","360471130002",1
"360471130003","360471130003",1
"360471130004","360471130004",1
"360471132001","360471132002",1
"360471132001","360471132003",0
"360471132002","360471132001",1
"360471134001","360471134001",1
"360471134002","360471134002",1
"360471134003","360471134003",1
"360471142011","360471142011",1
"360471142012","360471142012",1
"360471142021","360471142021",1
"360471142022","360471142022",1
"360471144001","360471144001",1
"360471144002","360471144002",1
"360471144003","360471144003",1
"360471144004","360471144004",1
"360471146001","360471146001",1
"360471146002","360471146002",1
"360471150001","360471150001",1
"360471150002","360471150002",1
"360471150003","360471150003",1
"360471152001","360471152001",1
"360471152002","360471152002",1
"360471152003","360471152003",1
"360471156001","360471156001",1
"360471156002","360471156002",1
"360471156003","360471156003",1
"360471156004","360471156004",1
"360471158001","360471158001",1
"360471158002","360471158002",1
"360471158003","360471158003",1
"360471160001","360471160001",1
"360471160002","360471160002",1
"360471160003","360471160003",1
"360471162001","360471162001",1
"360471162002","360471162002",1
"360471162003","360471162003",1
"360471164001","360471164001",1
"360471164002","360471164002",1
"360471164003","360471164003",1
"360471166001","360471166001",1
"360471166002","360471166002",1
"360471166003","360471166003",1
"360471168001","360471168001",1
"360471168002","360471168002",1
"360471170001","360471170001",1
"360471170002","360471170002",1
"360471172011","360471172011",1
"360471172012","360471172012",1
"360471172021","360471172021",1
"360471172022","360471172022",1
"360471174001","360471174001",1
"360471174002","360471174002",1
"360471176011","360471176011",1
"360471176012","360471176012",1
"360471176021","360471176021",1
"360471176022","360471176022",1
"360471178001","360471178001",1
"360471180001","360471180001",1
"360471182011","360471182011",1
"360471182012","360471182012",1
"360471182021","360471182021",1
"360471182022","360471182022",1
"360471184001","360471184001",1
"360471184002","360471184002",1
"360471184003","360471184003",1
"360471186001","360471186001",1
"360471186002","360471186002",1
"360471188001","360471188001",1
"360471188002","360471188002",1
"360471188003","360471188003",1
"360471190001","360471190001",1
"360471190002","360471190002",1
"360471192001","360471192001",1
"360471192002","360471192002",1
"360471192003","360471192003",1
"360471194001","360471194001",1
"360471194002","360471194002",1
"360471194003","360471194003",1
"360471196001","360471196001",1
"360471196002","360471196002",1
"360471196003","360471196003",1
"360471196004","360471196004",1
"360471198001","360471198001",1
"360471198002","360471198002",1
"360471198003","360471198003",1
"360471200001","360471200001",1
"360471200002","360471200002",1
"360471202001","360471202001",1
"360471202002","360471202002",1
"360471208001","360471208011",0.469121813031161
"360471208001","360471208013",0.530878186968838
"360471208002","360471208012",0.428804347826087
"360471208002","360471208014",0.571195652173913
"360471208003","360471208021",1
"360471208004","360471208022",1
"360471208005","360471208031",1
"360471210001","360471210001",1
"360471210002","360471210002",1
"360471214001","360471214001",1
"360471214002","360471214002",1
"360471220001","360471220001",1
"360471220002","360471220002",1
"360471237001","360471237001",1
"360471237002","360471237002",1
"360471237003","360471237003",1
"360471502001","360470500012",0
"360471502001","360471502001",1
"360471502002","360471502002",1
"360471502003","360471502003",1
"360471522001","360471522001",1
"360471522002","360471522002",1
"360471522003","360471522003",1
"360479901000","360479901000",NA
