"","blk_group10","blk_group20","weight"
"1426","360470523003","360470523003",1
"1427","360470523004","360470523004",1
"1428","360470523005","360470523005",1
"1429","360470525001","360470525001",1
"1430","360470525002","360470525002",1
"1431","360470526001","360470526001",1
"1432","360470526002","360470526002",1
"1433","360470526003","360470526003",1
"1434","360470527001","360470527001",1
"1435","360470527002","360470527002",1
"1436","360470527003","360470527003",1
"1437","360470527004","360470527004",1
"1438","360470527005","360470527005",1
"1439","360470527006","360470527006",1
"1440","360470527007","360470527007",1
"1441","360470528001","360470528001",1
"1442","360470528002","360470528002",1
"1443","360470529001","360470529001",1
"1444","360470529002","360470529002",1
"1445","360470529003","360470529003",1
"1446","360470530001","360470530001",1
"1447","360470530002","360470530002",1
"1448","360470530003","360470530003",1
"1449","360470531001","360470531021",0.784207353827607
"1450","360470531001","360470531022",0.215792646172393
"1451","360470531002","360470531011",0.380168606985147
"1452","360470531002","360470531012",0.0545965475712565
"1453","360470531002","360470531022",0.565234845443597
"1454","360470531003","360470531012",1
"1455","360470531004","360470531012",1
"1456","360470532001","360470532001",1
"1457","360470532002","360470532002",1
"1458","360470533001","360470533001",1
"1459","360470533002","360470533002",1
"1460","360470533003","360470533003",1
"1461","360470533004","360470533004",1
"1462","360470533005","360470533005",1
"1463","360470534001","360470534001",1
"1464","360470534002","360470534002",1
"1465","360470534003","360470534003",1
"1466","360470534004","360470534004",1
"1467","360470535001","360470535001",1
"1468","360470535002","360470535002",1
"1469","360470535003","360470535003",1
"1470","360470535004","360470535004",1
"1471","360470537001","360470537001",1
"1472","360470537002","360470537002",1
"1473","360470538001","360470538001",1
"1474","360470538002","360470538002",1
"1475","360470538003","360470538003",1
"1476","360470539001","360470539001",1
"1477","360470539002","360470539002",1
"1478","360470542001","360470542001",1
"1479","360470542002","360470542002",1
"1480","360470542003","360470542003",1
"1481","360470543001","360470543001",1
"1482","360470543002","360470211003",1
"1483","360470544001","360470544001",1
"1484","360470544002","360470544002",1
"1485","360470544003","360470544003",1
"1486","360470545001","360470545001",1
"1487","360470545002","360470545002",1
"1488","360470545003","360470545003",1
"1489","360470545004","360470545004",1
"1490","360470545005","360470545005",1
"1491","360470545006","360470545006",1
"1492","360470546001","360470546001",1
"1493","360470546002","360470546002",1
"1494","360470546003","360470546003",1
"1495","360470547001","360470547001",1
"1496","360470547002","360470547002",1
"1497","360470547003","360470547003",1
"1498","360470548001","360470548001",1
"1499","360470548002","360470548002",1
"1500","360470549001","360470549001",1
"1501","360470549002","360470549002",1
"1502","360470550001","360470550001",1
"1503","360470550002","360470550002",1
"1504","360470550003","360470550003",1
"1505","360470551001","360470551001",1
"1506","360470551002","360470551002",1
"1507","360470551003","360470551003",1
"1508","360470551004","360470551004",1
"1509","360470552001","360470552001",1
"1510","360470552002","360470552002",1
"1511","360470552003","360470552003",1
"1512","360470553001","360470553001",1
"1513","360470553002","360470553002",1
"1514","360470553003","360470553003",1
"1515","360470554001","360470554001",1
"1516","360470554002","360470554002",1
"1517","360470554003","360470554003",1
"1518","360470555001","360470555001",1
"1519","360470556001","360470556001",1
"1520","360470556002","360470556002",1
"1521","360470556003","360470556003",1
"1522","360470557001","360470557001",1
"1523","360470557002","360470557002",1
"1524","360470558001","360470558001",1
"1525","360470558002","360470558002",1
"1526","360470560001","360470560001",1
"1527","360470560002","360470560002",1
"1528","360470560003","360470560003",1
"1529","360470561001","360470561001",1
"1530","360470561002","360470561001",0
"1531","360470561002","360470561002",1
"1532","360470561003","360470561003",1
"1533","360470561004","360470561004",1
"1534","360470562001","360470562001",1
"1535","360470562002","360470562002",1
"1536","360470563001","360470563011",0.930795847750865
"1537","360470563001","360470563020",0
"1538","360470563001","360470563021",1.83454522352941e-05
"1539","360470563001","360470563022",0.0691858067968997
"1540","360470563002","360470563012",0.931533269045323
"1541","360470563002","360470563022",0.068466730954677
"1542","360470563003","360470563013",1
"1543","360470563004","360470563014",1
"1544","360470564001","360470564001",1
"1545","360470564002","360470564002",1
"1546","360470564003","360470564003",1
"1547","360470565001","360470565001",1
"1548","360470565002","360470565002",1
"1549","360470565003","360470565003",1
"1550","360470566001","360470566001",1
"1551","360470566002","360470566002",1
"1552","360470568001","360470568001",1
"1553","360470568002","360470568002",1
"1554","360470569001","360470569001",1
"1555","360470569002","360470569002",1
"1556","360470570001","360470570001",1
"1557","360470570002","360470570002",1
"1558","360470570003","360470570003",1
"1559","360470570004","360470570004",1
"1560","360470571001","360470571001",1
"1561","360470571002","360470571002",1
"1562","360470571003","360470571003",1
"1563","360470571004","360470571004",1
"1564","360470572001","360470572001",1
"1565","360470572002","360470572002",1
"1566","360470573001","360470573001",1
"1567","360470573002","360470573002",1
"1568","360470573003","360470573003",1
"1569","360470574001","360470574001",1
"1570","360470574002","360470574002",1
"1571","360470575001","360470575001",1
"1572","360470575002","360470575002",1
"1573","360470575003","360470575003",1
"1574","360470575004","360470575004",1
"1575","360470576001","360470576001",1
"1576","360470576002","360470576002",1
"1577","360470578001","360470578001",1
"1578","360470578002","360470578002",1
"1579","360470579001","360470579011",0.382093316519546
"1580","360470579001","360470579012",0.617906683480454
"1581","360470579002","360470579011",0
"1582","360470579002","360470579012",1
"1583","360470579002","360470579021",0
"1584","360470580001","360470580001",1
"1585","360470580002","360470580002",1
"1586","360470582001","360470582001",1
"1587","360470582002","360470582002",1
"1588","360470582003","360470582003",1
"1589","360470584001","360470584001",1
"1590","360470584002","360470584002",1
"1591","360470586001","360470586001",1
"1592","360470586002","360470586002",1
"1593","360470588001","360470588001",1
"1594","360470588002","360470588002",1
"1595","360470589001","360470589012",1
"1596","360470589001","360470589021",0
"1597","360470589002","360470589011",1
"1598","360470590001","360470590001",1
"1599","360470591001","360470591001",1
"1600","360470591002","360470591002",1
"1601","360470591003","360470591003",1
"1602","360470591004","360470591004",1
"1603","360470592001","360470592001",1
"1604","360470592002","360470592002",1
"1605","360470592003","360470592003",1
"1606","360470593001","360470593001",1
"1607","360470593002","360470593002",1
"1608","360470594011","360470594031",1
"1609","360470594012","360470594032",1
"1610","360470594013","360470594041",1
"1611","360470594014","360470594042",1
"1612","360470594015","360470594043",1
"1613","360470594016","360470594033",1
"1614","360470594021","360470594021",1
"1615","360470594022","360470594022",1
"1616","360470594023","360470594023",1
"1617","360470594024","360470594024",1
"1618","360470596001","360470596001",1
"1619","360470596002","360470596002",1
"1620","360470596003","360470596003",1
"1621","360470598001","360470598001",1
"1622","360470598002","360470598002",1
"1623","360470600001","360470600001",1
"1624","360470600002","360470600002",1
"1625","360470600003","360470600003",1
"1626","360470600004","360470600004",1
"1627","360470600005","360470600005",1
"1628","360470606001","360470606001",1
"1629","360470606002","360470606002",1
"1630","360470608001","360470608001",1
"1631","360470608002","360470608002",1
"1632","360470608003","360470608003",1
"1633","360470610020","360470610020",NA
"1634","360470610021","360470610021",1
"1635","360470610022","360470610022",0.541520151474168
"1636","360470610022","360470610023",0.458479848525832
"1637","360470610031","360470610031",1
"1638","360470610032","360470610032",1
"1639","360470610041","360470610042",1
"1640","360470610042","360470610041",1
"1641","360470610043","360470610042",0
"1642","360470610043","360470610045",1
"1643","360470610044","360470610043",1
"1644","360470610045","360470610044",1
"1645","360470612001","360470612001",1
"1646","360470616000","360470616000",NA
"1647","360470616001","360470616001",1
"1648","360470620001","360470620001",1
"1649","360470620002","360470620002",1
"1650","360470622001","360470622001",1
"1651","360470622002","360470622002",1
"1652","360470626001","360470626001",1
"1653","360470626002","360470626002",1
"1654","360470628001","360470628001",1
"1655","360470628002","360470628002",1
"1656","360470628003","360470628003",1
"1657","360470628004","360470628004",1
"1658","360470632001","360470632001",1
"1659","360470632002","360470632002",1
"1660","360470636001","360470636001",1
"1661","360470638001","360470638001",1
"1662","360470638002","360470638002",1
"1663","360470640001","360470640001",1
"1664","360470640002","360470640002",1
"1665","360470642001","360470642001",1
"1666","360470642002","360470642002",1
"1667","360470644001","360470644001",1
"1668","360470644002","360470644002",0.026246719160105
"1669","360470644002","360470644003",0.973753280839895
"1670","360470646001","360470646001",1
"1671","360470646002","360470646002",1
"1672","360470648001","360470648001",1
"1673","360470648002","360470648002",1
"1674","360470650001","360470650001",1
"1675","360470650002","360470650002",1
"1676","360470652001","360470652001",1
"1677","360470654001","360470654001",1
"1678","360470654002","360470654002",1
"1679","360470656001","360470656001",1
"1680","360470656002","360470656002",1
"1681","360470658001","360470658001",1
"1682","360470658002","360470658002",1
"1683","360470660001","360470660001",1
"1684","360470660002","360470660002",1
"1685","360470662001","360470662001",1
"1686","360470666000","360470666000",NA
"1687","360470666001","360470628002",NA
"1688","360470666001","360470666001",NA
"1689","360470670001","360470670001",1
"1690","360470670002","360470670002",1
"1691","360470672001","360470672001",1
"1692","360470674001","360470674001",1
"1693","360470674002","360470674002",1
"1694","360470676001","360470676001",1
"1695","360470676002","360470676002",1
"1696","360470678001","360470678001",1
"1697","360470678002","360470678002",1
"1698","360470680001","360470680001",1
"1699","360470680002","360470680002",1
"1700","360470682001","360470682001",1
"1701","360470682002","360470682002",1
"1702","360470686001","360470686001",1
"1703","360470686002","360470686002",1
"1704","360470688001","360470688001",1
"1705","360470688002","360470688002",1
"1706","360470690001","360470690001",1
"1707","360470690002","360470690002",1
"1708","360470692001","360470692001",1
"1709","360470692002","360470692002",1
"1710","360470696011","360470696011",1
"1711","360470696012","360470696012",1
"1712","360470696021","360470696021",1
"1713","360470696022","360470696022",1
"1714","360470696023","360470696023",1
"1715","360470698001","360470698001",1
"1716","360470698002","360470698002",1
"1717","360470700001","360470700001",1
"1718","360470700002","360470700002",1
"1719","360470702011","360470702011",1
"1720","360470702012","360470702012",1
"1721","360470702013","360470702013",1
"1722","360470702014","360470702014",1
"1723","360470702015","360470702015",1
"1724","360470702020","360470702020",NA
"1725","360470702021","360470702021",1
"1726","360470702030","360470702030",NA
"1727","360470702031","360470702031",NA
"1728","360470706000","360470706020",NA
"1729","360470706001","360470706012",1
"1730","360470706002","360470706011",0.814451382694023
"1731","360470706002","360470706012",0.185548617305977
"1732","360470706002","360470706021",0
"1733","360470720001","360470720001",1
"1734","360470722001","360470722001",1
"1735","360470722002","360470722002",1
"1736","360470724001","360470724001",1
"1737","360470724002","360470724002",1
"1738","360470726001","360470726001",1
"1739","360470728001","360470728001",1
"1740","360470728002","360470728002",1
"1741","360470730001","360470730001",1
"1742","360470730002","360470730002",1
"1743","360470732001","360470730002",0
"1744","360470732001","360470732001",1
"1745","360470732002","360470732002",1
"1746","360470734001","360470734001",1
"1747","360470734002","360470734002",1
"1748","360470736001","360470736001",1
"1749","360470736002","360470736002",1
"1750","360470736003","360470736003",1
"1751","360470738001","360470738001",1
"1752","360470738002","360470738002",1
"1753","360470738003","360470738003",1
"1754","360470740001","360470740001",1
"1755","360470740002","360470740002",1
"1756","360470742001","360470742001",1
"1757","360470742002","360470742002",1
"1758","360470744001","360470744001",1
"1759","360470744002","360470744002",1
"1760","360470744002","360470746002",0
"1761","360470746001","360470746001",1
"1762","360470746002","360470746002",1
"1763","360470748001","360470748001",0.181818181818182
"1764","360470748001","360470748002",0.818181818181818
"1765","360470748002","360470748001",1
"1766","360470750001","360470750001",1
"1767","360470750002","360470750002",1
"1768","360470752001","360470752001",1
"1769","360470754001","360470754001",1
"1770","360470754002","360470754002",1
"1771","360470756001","360470756001",1
"1772","360470756002","360470756002",1
"1773","360470758001","360470758001",1
"1774","360470758002","360470758002",1
"1775","360470760001","360470760001",1
"1776","360470760002","360470760002",1
"1777","360470760003","360470760003",1
"1778","360470762001","360470762001",1
"1779","360470762002","360470762002",1
"1780","360470762003","360470762003",1
"1781","360470764001","360470764001",1
"1782","360470764002","360470764002",1
"1783","360470764003","360470764003",1
"1784","360470766001","360470766001",1
"1785","360470768001","360470768001",1
"1786","360470768002","360470768002",1
"1787","360470768003","360470768003",1
"1788","360470770001","360470770001",1
"1789","360470770002","360470770002",1
"1790","360470772001","360470772001",1
"1791","360470772001","360470772002",0
"1792","360470772002","360470772002",1
"1793","360470774001","360470774001",1
"1794","360470774002","360470774002",1
"1795","360470776001","360470776001",1
"1796","360470776002","360470776002",1
"1797","360470776003","360470776003",1
"1798","360470780001","360470780001",1
"1799","360470780002","360470780002",1
"1800","360470782001","360470782001",1
"1801","360470782002","360470782002",1
"1802","360470784001","360470784001",1
"1803","360470784002","360470784002",1
"1804","360470786001","360470786011",1
"1805","360470786002","360470786012",0.358611825192802
"1806","360470786002","360470786022",0.641388174807198
"1807","360470786003","360470786012",0.377116893845518
"1808","360470786003","360470786021",0.273027674514663
"1809","360470786003","360470786022",0.349855431639818
"1810","360470788001","360470788021",1
"1811","360470788002","360470788011",1
"1812","360470788003","360470788012",1
"1813","360470790001","360470790021",1
"1814","360470790002","360470790011",0.135342789598109
"1815","360470790002","360470790023",0.864657210401891
"1816","360470790003","360470790022",1
"1817","360470790004","360470790011",1
"1818","360470792001","360470792021",1
"1819","360470792002","360470792022",1
"1820","360470792003","360470792011",1
"1821","360470794001","360470794001",0.712487899322362
"1822","360470794001","360470794002",0.276863504356244
"1823","360470794001","360470794003",0.010648596321394
"1824","360470794002","360470794002",1
"1825","360470796011","360470796011",1
"1826","360470796012","360470796012",1
"1827","360470796021","360470796021",1
"1828","360470796022","360470796022",1
"1829","360470798011","360470798011",1
"1830","360470798012","360470798012",1
"1831","360470798021","360470798021",1
"1832","360470798022","360470798022",1
"1833","360470798023","360470798023",1
"1834","360470800001","360470800001",1
"1835","360470800002","360470800002",1
"1836","360470800003","360470800003",1
"1837","360470802001","360470802001",1
"1838","360470802002","360470802002",1
"1839","360470802003","360470802003",1
"1840","360470804001","360470804001",1
"1841","360470804002","360470804002",1
"1842","360470804003","360470804003",1
"1843","360470806001","360470806001",1
"1844","360470806002","360470806002",1
"1845","360470808001","360470808001",1
"1846","360470810001","360470810001",1
"1847","360470810002","360470810002",1
"1848","360470814001","360470814001",1
"1849","360470814002","360470814002",1
"1850","360470816001","360470816001",1
"1851","360470816002","360470816002",1
"1852","360470818001","360470818001",1
"1853","360470818002","360470818002",1
"1854","360470818003","360470818003",1
"1855","360470820001","360470820001",1
"1856","360470820002","360470820002",1
"1857","360470820003","360470820003",1
"1858","360470822001","360470822001",1
"1859","360470822002","360470822002",1
"1860","360470822003","360470822003",1
"1861","360470822004","360470822004",1
"1862","360470824001","360470824001",1
"1863","360470824002","360470824002",1
"1864","360470824003","360470824003",1
"1865","360470824004","360470824004",1
"1866","360470826001","360470826001",1
"1867","360470826002","360470826002",1
"1868","360470826003","360470826003",1
"1869","360470826004","360470826004",1
"1870","360470828001","360470828001",1
"1871","360470828002","360470828002",1
"1872","360470828003","360470828003",1
"1873","360470830001","360470830001",1
"1874","360470830002","360470830002",1
"1875","360470830003","360470830003",1
"1876","360470830004","360470830004",1
"1877","360470832001","360470832001",1
"1878","360470832002","360470832002",1
"1879","360470834001","360470834001",1
"1880","360470834002","360470834002",1
"1881","360470836001","360470836001",1
"1882","360470836002","360470836002",1
"1883","360470838001","360470838001",1
"1884","360470838002","360470838002",1
"1885","360470840001","360470840001",1
"1886","360470840002","360470840002",1
"1887","360470846001","360470846001",1
"1888","360470846002","360470846002",1
"1889","360470848001","360470848001",1
"1890","360470848002","360470848002",1
"1891","360470850001","360470850001",1
"1892","360470852001","360470852001",1
"1893","360470854001","360470854001",1
"1894","360470854002","360470854002",1
"1895","360470856001","360470856001",1
"1896","360470856002","360470856002",1
"1897","360470856003","360470856003",1
"1898","360470858001","360470858001",1
"1899","360470858002","360470858002",1
"1900","360470860001","360470860001",1
"1901","360470860002","360470860002",1
"1902","360470860003","360470860003",1
"1903","360470862001","360470862001",1
"1904","360470862002","360470862002",1
"1905","360470862003","360470862003",1
"1906","360470864001","360470864001",1
"1907","360470864002","360470864002",1
"1908","360470866001","360470866001",1
"1909","360470866002","360470866002",1
"1910","360470866003","360470866003",1
"1911","360470868001","360470868001",1
"1912","360470868002","360470868002",1
"1913","360470868003","360470868003",1
"1914","360470870001","360470870001",1
"1915","360470870002","360470870002",1
"1916","360470870003","360470870003",1
"1917","360470872001","360470872001",1
"1918","360470872002","360470872002",1
"1919","360470872003","360470872003",1
"1920","360470874011","360470874011",1
"1921","360470874012","360470874012",1
"1922","360470876001","360470876001",1
"1923","360470876002","360470876002",1
"1924","360470878001","360470878001",1
"1925","360470878002","360470878002",1
"1926","360470878003","360470878003",1
"1927","360470880001","360470880021",1
"1928","360470880002","360470880012",1
"1929","360470880003","360470880011",1
"1930","360470882001","360470882001",1
"1931","360470882002","360470882002",1
"1932","360470882003","360470882003",1
"1933","360470882004","360470882004",1
"1934","360470884001","360470884001",1
"1935","360470884002","360470884002",1
"1936","360470884003","360470884003",1
"1937","360470886001","360470886001",1
"1938","360470886002","360470886002",1
"1939","360470886003","360470886003",1
"1940","360470888001","360470888001",1
"1941","360470888002","360470888002",1
"1942","360470888003","360470888003",1
"1943","360470890001","360470890001",1
"1944","360470890002","360470890002",1
"1945","360470890003","360470890003",1
"1946","360470890004","360470890004",1
"1947","360470890005","360470890005",1
"1948","360470890006","360470890006",1
"1949","360470892001","360470892001",1
"1950","360470892002","360470892002",1
"1951","360470892003","360470892003",1
"1952","360470892004","360470892004",1
"1953","360470894001","360470894001",1
"1954","360470894002","360470894002",1
"1955","360470894003","360470894003",1
"1956","360470894004","360470894004",1
"1957","360470896001","360470896001",1
"1958","360470896002","360470896002",1
"1959","360470896003","360470896003",1
"1960","360470898001","360470898001",1
"1961","360470898002","360470898002",1
"1962","360470900001","360470900001",1
"1963","360470900002","360470900002",1
"1964","360470900003","360470900003",1
"1965","360470900004","360470361002",0.000409895404738318
"1966","360470900004","360470900004",0.999590104595262
"1967","360470900005","360470900005",1
"1968","360470900006","360470900006",1
"1969","360470900007","360470900007",1
"1970","360470902001","360470902001",1
"1971","360470902002","360470902002",1
"1972","360470902003","360470902003",1
"1973","360470902004","360470902004",1
"1974","360470902005","360470902005",1
"1975","360470906001","360470906001",1
"1976","360470906002","360470906002",1
"1977","360470906003","360470906003",1
"1978","360470908001","360470908001",1
"1979","360470908002","360470908002",1
"1980","360470908003","360470908003",1
"1981","360470910001","360470910001",1
